Herb_	Herb_pinyin_name	Herb_cn_name	Herb_en_name	Herb_latin_name	Properties	Meridians	UsePart	Function	Indication	Toxicity	Clinical_manifestations	Therapeutic_en_class	Therapeutic_cn_class	TCMID_id	TCM_ID_id	SymMap_id	TCMSP_id
HERB005813	XI FANG CI BAI	西方刺柏	Western Juniper	Juniperus occidentalis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2321	NA	NA
HERB005814	XI FANG CUI QUE	西方翠雀	Occidental Larkspur	Delphinium occidentale	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2305	NA	NA
HERB005815	XI FEI HONG DOU SHU	西非红豆树	West Africa Afrormosia	Afrormosia elata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1417	NA	NA
HERB005816	XI FEI LI ZHI GUO	西非荔枝果	Akee	Blighia sapida	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4613	NA	NA
HERB005817	XI FEI YANG JIAO AO	西非羊角拗	Senegalese Strophanthus	Strophanthus sarmentosus var. senegambiae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3158	NA	NA
HERB005818	XI FEN LI ZHI GUO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6300	NA	NA
HERB005819	XI GENG XIANG CAO	细梗香草	Hairydtalk Loosestrife	Lysimachia capillipes	NA	NA	whole herb	To dispel wind and eliminate damp, move qi and relieve pain, regulate menstruation, resolve toxin.	Common cold with cough, wind-damp impediment pain, distending pain in stomach duct and abdomen, menstrual disorder, clove sore, snake bite.	NA	NA	NA	NA	NA	2392	NA	NA
HERB005820	XI GUA	西瓜	Watermelon	Citrullus vulgaris [Syn. Citrullus lanatus ]	NA	NA	fruit	To clear heat and resolve summerheat, resolve summerheat and engender liquid, disinhibit urine.	Summerheat-heat vexation and thirst, exuberant heat fluid damage, inhibited urination, throat impediment, mouth sore.	NA	NA	NA	NA	NA	6023	NA	NA
HERB005821	XI GUA PI	西瓜皮	watermelon rind	Exocarpium Citrulli	Cold; Sweet; Neutral	Stomach; Heart	Citrullus lanatus (Thunb.) Mansfelf.	For summer-heat syndrome with fever, thirst and oliguria with yellowish urine and edema.	1. An active component, citrulline, raises urea level in blood and in urine, thus promotes diuresis.2. Oral administration of cucurbocitrin, another active component, or its aqueous extract can lower blood pressure and capillary pressure in healthy person.	NA	1. An active component, citrulline, raises urea level in blood and in urine, thus promotes diuresis.2. Oral administration of cucurbocitrin, another active component, or its aqueous extract can lower blood pressure and capillary pressure in healthy person	Heat clearence	清热	NA	3163	NA	736
HERB005822	XI GUA ZI REN	西瓜子仁	Watermelon Seed	Citrullus vulgaris [Syn. Citrullus lanatus ]	NA	NA	seed	To clear lung and transform phlegm, harmonize center and moisten intestines.	Hemoptysis, enduring cough, constipation.	NA	NA	NA	NA	NA	4341	NA	NA
HERB005823	XI GUO JIAN HUI XIANG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1373	NA	NA
HERB005824	XI GUO JIAO HUI XIANG	NA	Thinfruit Hypecoum	Hypecoum leptocarpum	NA	NA	whole herb	To clear heat and resolve toxin, cool blood.	Common cold with fever, headache, throat pain, red eyes with gall, pain in joints, pneumonia, hepatitis, cholecystitis, blood ejection, spontaneous external bleeding, hematochezia.	NA	NA	NA	NA	NA	3032	NA	NA
HERB005825	XI HE LIU	西河柳	Chinese Tamarisk Twig	Cacumen Tamaricis	Mild; Pungent; Sweet	Lung; Stomach; Heart	NA	To induce diaphoresis and dispel wind and to promote eruption.	1. Bacteriostatic.2. Antipyretic.	NA	1. Bacteriostatic.2. Antipyretic.	Pungent-Warm Exterior-Releasing Medicinal	辛温解表药	SMHB00421	5172	421	737
HERB005826	XI HONG HUA	西红花	Saffron	Stigma Croci	Mild; Sweet	Liver; Heart	NA	To activate blood circulation and eliminate blood stasis, to remove heat from blood and counteract toxicity, and to calm the nerves.	Treatment of amenrrhea with abdominal mass formation, blood stasis after childbirth, eruptions in infectious diseases, emotional dejection, mania.	NA	NA	Blood Activating Stasis Removing Drugs	活血祛瘀药	SMHB00422	1784	422	738
HERB005827	XI HU LU	西葫芦	Pumpkin	Cucurbita pepo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6003	NA	NA
HERB005828	XI HU PO	西琥珀	Amber, Succinus	Succinus	Mild; Sweet	Bladder; Liver; Heart	Pinus spp.	1. Treatment of infantile convulsions and epilepsy. Amber (Hupo) is used with Centipede (Wugong) and Scorpion (Quanxie). 2. Treatment of palpitations, insomnia and dream-disturbed sleep. Amber (Hupo) is used with Wild jujube seed (Suanzaoren) and Multiflower knotweed (Yejiaoteng). 3. Treatment of dysmenorrhea or amenorrhea due to blood stagnation. Amber (Hupo) is used with Chinese angelica root (Danggui), Zedoary (Ezhu) and Lindera root (Wuyao) in the formula Hupo San. 4. Treatment of urinary tract disorders manifested as frequent urination, painful urination, bloody urine or calculus formation in the urinary tract. Amber (Hupo) is used with Lysimachia (Jinqiancao), Clematis stem (Mutong) and Imperata rhizome (Baimaogen).	Sedative and diuretic.	NA	Sedative and diuretic. 	Spirit calming	安神	NA	7625	NA	739
HERB005829	XI HUA DIAN ZI CAO	细花滇紫草	Hooker Onosma	Onosma hookeri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8150	NA	NA
HERB005830	XI HUA HAN XIU CAO	细花含羞草	Smallflower Mimosa	Mimosa tenuiflora	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3627	NA	NA
HERB005831	XI HUA XIAN WEN XIANG CHA CAI	细花线纹香茶菜	Linearstripe Rabdosia	Isodon lophanthoides	NA	NA	whole herb	See Rabdosia serra.	See Rabdosia serra.	NA	NA	NA	NA	NA	7186	NA	NA
HERB005832	XI HUA XUE DAN	NA	Smallflower Hemsleya	Hemsleya graciliflora [Syn. Alsomitra graciliflora]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3531	NA	NA
HERB005833	XI HUANG CAO	西黄草	Serrate Rabdosia Equivalent plant: Isodon lophanthoides	Rabdosia serra	NA	NA	whole herb	To clear heat and resolve toxin, disinhibit damp and abate jaundice, dissipate stasis and disperse swelling.	Damp-heat jaundice, cholecystitis, diarrhea, dysentery, swelling of sores, painful wound from knocks and falls.	NA	NA	NA	NA	NA	5057	NA	NA
HERB005834	XI HUANG JIAO FEN	西黄胶粉	Powder of Tragacanth	Gummi Tragacanthae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6465	NA	740
HERB005835	XI JIAO	犀角	Rhinoceros Horn	Rhinoceros unicornis , Rhinoceros sondaicus , Rhinoceros sumatrensis	Cold; Sour; Bitter; Salty	Stomach; Liver; Heart	horn	To cool blood, clear heat, resolve toxin, settle fright.	Blood ejection, spontaneous external bleeding, acute febrile diseases, epidemic febrile diseases.	NA	NA	Heat clearence	清热	NA	6274	NA	741
HERB005836	XI JIN SHI DA GONG LAO	锡金十大功劳	Sikkim Mahonia	Mahonia sikkimensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7271	NA	NA
HERB005837	XI JING SHI HU	细茎石斛	Moliniform Dendrobium	Dendrobium moniliforme	NA	NA	stem	See Dendrobium nobile.	See Dendrobium nobile.	NA	NA	NA	NA	NA	5076	NA	NA
HERB005838	XI JUAN YA CONG	席卷鸦葱	Scorzonera	Scorzonera hispanica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5629	NA	NA
HERB005839	XI LA GANG LIU	NA	Grecian Silkvine	Periploca graeca	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6892	NA	NA
HERB005840	XI LA SHI CAO	希腊食草	Greek Yarrow	Achillea ageratifolia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5257	NA	NA
HERB005841	XI LA SI MAO SHI	希腊丝毛石	Greek Silk-hair Yarrow	Achillea holosericea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1150	NA	NA
HERB005842	XI LAN GU KE	锡兰古柯	Ceylon Coca Shrub	Erythroxylum zeylanicum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2516	NA	NA
HERB005843	XI LAN ROU GUI	锡兰肉桂	Ceylon Cinnamon	Cinnamomum zeylanicum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7833	NA	NA
HERB005844	XI LIE QIAN HU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5676	NA	NA
HERB005845	XI LIU ZHU YANG YANG	溪流猪殃殃	River Bedstraw	Galium rivale	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3746	NA	NA
HERB005846	XI LUO HAN SONG	习罗汉松	Musengerra Podocarpus	Podocarpus gracilior	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7261	NA	NA
HERB005847	XI MA BAI LA SHU	西玛白蜡树	Manyflower Ash	Fraxinus floribunda	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4312	NA	NA
HERB005848	XI MA DU WEI CAO	喜马独尾草	Himalayan Desertcandle	Eremurus himalaicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6102	NA	NA
HERB005849	XI MA HONG JING TIAN	喜马红景天	Himalaya Rhodiola	Rhodiola himalansis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2198	NA	NA
HERB005850	XI MA LA YA HONG DOU SHAN	喜马拉雅红豆杉	Himalayan Yew	Taxus wallichiana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1565	NA	NA
HERB005851	XI MA LA YA YUAN WEI	喜马拉雅鸢尾	Himalayan Iris	Iris kumaonensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1350	NA	NA
HERB005852	XI MA LA YA YUAN ZHI	喜马拉雅远志	Himalayan Milkwort	Polygala emodi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5515	NA	NA
HERB005853	XI MA XUAN FU HUA	喜马旋覆花	Himalayan Inula	Inula royleana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3600	NA	NA
HERB005854	XI MAI FU PING	喜马浮萍	Minute Duckweed	Lemna perpusilla	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5079	NA	NA
HERB005855	XI MEN FEI CAO	西门飞草	Comfrey	Symphytum officinale	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5805	NA	NA
HERB005856	XI MENG SI SHI DA GONG LAO	西蒙斯十大功劳	Simons Mahonia	Mahonia simonsii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6521	NA	NA
HERB005857	XI MING	NA	Boor’s Mustard	Thlaspi arvense	NA	NA	whole herb	To clear heat and resolve toxin, disinhibit water and disperse edema.	Red eyes with gall, pulmonary welling abscess, diarrhea, dysentery, leukorrhea, postpartum blood stasis abdominal pain, indigestion, nephritis with edema, cirrhosis with ascites, swelling toxin of welling abscess and sore.	NA	NA	NA	NA	NA	1482	NA	NA
HERB005858	XI MING ZI	NA	Boor’s Mustard Seed	Thlaspi arvense	NA	NA	seed	To brighten eyes, dispel wind-damp.	Sore red swollen eyes and tearing, wind-damp impediment pain.	NA	NA	NA	NA	NA	4599	NA	NA
HERB005859	XI NAN BA QIA	西南菝葜	Smilax bockii	Smilax bockii	NA	NA	rhizome	To dispel wind and eliminate damp, quicken blood and dispel stasis, resolve toxin and dissipate binds.	Wind-damp impediment, painful swelling from knocks and falls, clove sore scrofula,	NA	NA	NA	NA	NA	3581	NA	NA
HERB005860	XI NAN GANG LIU	NA	Forrest Silkvine	Periploca forrestii	NA	NA	root or whole herb	To dispel wind and eliminate damp, quicken blood and disperse welling abscess.	Wind-damp impediment pain, menstrual block, mammary welling abscess, knocks and falls, fracture.	NA	NA	NA	NA	NA	2563	NA	NA
HERB005861	XI NAN MAO WEI SHU	西南猫尾树	Stipulate Dolichandrone	Dolichandrone stipulata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3546	NA	NA
HERB005862	XI NAN REN DONG	西南忍冬	South-western Honeysuckle	Lonicera bournei	NA	NA	flower bud	See Lonicera japonica.	See Lonicera japonica.	NA	NA	NA	NA	NA	1781	NA	NA
HERB005863	XI NAN SHI WEI	西南石苇	Stilted Pyrr osia	Pyrrosia gralla	NA	NA	leaf	See Pyrrosia lingua.	See Pyrrosia lingua.	NA	NA	NA	NA	NA	972	NA	NA
HERB005864	XI NAN WEN SHU LAN	NA	Broadleaf Crinum	Crinum latifolium	NA	NA	leaf	To quicken blood and dispel stasis, free network vessels and relieve pain, clear heat and resolve toxin.	Wound swelling from knocks and falls, fracture, pain in joints, toothache, malign sore and swelling toxin, hemorrhoids, zoster, psoriasis.	NA	NA	NA	NA	NA	4825	NA	NA
HERB005865	XI NAN ZHANG YA CAI	西南獐芽菜	Surrounded Swertia	Swertia cincta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2479	NA	NA
HERB005866	XI NANG MA WEI ZAO	锡囊马尾藻	Parvivesiculose Gulfweed	Sargassum parvivesiculosum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1115	NA	NA
HERB005867	XI OU YUAN WEI	西欧鸢尾	Orris	Iris florentina	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7575	NA	NA
HERB005868	XI PA JING TIAN	NA	Cepaea Stonecrop	Sedum cepaea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8015	NA	NA
HERB005869	XI QIAN LI GUANG	NA	Rivulet Groundsel	Senecio rivularis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4781	NA	NA
HERB005870	XI QIN JIAO	西秦艽	root of Largeleaf Gentian	Radix Gentianae macrophyllae	NA	NA	Gentiana macrophylla Pall.;Gentiana straminea Maxim.;Gentiana crassicaulis Duthie ex Burk.;Gentiana dahurica Fisch.	Treatment of rheumatic or rheumatoid arthrits with muscular contracture and severe joint pain, fever recurring daily in the afternoon, fever in infants with malnutrition.	1. Inhibiting experimental arthritis in mice and decreasing capillary permeability.2. Anti-allergric.3. Inducing transient hypotensive effect.	NA	1. Inhibiting experimental arthritis in mice and decreasing capillary permeability.2. Anti-allergric.3. Inducing transient hypotensive effect.	For dispelling wind-dampness	祛风湿	SMHB00324	7299	NA	742
HERB005871	XI QUE MEI TENG	NA	Thin Sageretia	Sageretia gracilis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1735	NA	NA
HERB005872	XI SHA	硒砂	Salmiacum	Salmiacum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6504	NA	743
HERB005873	XI SHAN CUI QUE	溪山翠雀	Montane Larkspur	Delphinium oreophilum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2418	NA	NA
HERB005874	XI SHEN SHAN ZI JIN	NA	Tenuous Corydalis	Corydalis pallida var. tenuis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4346	NA	NA
HERB005875	XI SHENG TENG	锡生藤	Common Cissampelos	Cissampelos pareira	NA	NA	whole herb	To relieve pain, stanch bleeding, engender flesh.	Knocks and falls, asthma, heart disease.	NA	NA	NA	NA	NA	3215	NA	1061
HERB005876	XI SHI HUI MAO DOU	NA	Hildebrandt Tephrosia	Tephrosia hildebrandtii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4959	NA	NA
HERB005877	XI SHU	喜树	Common Camptotheac	Camptotheca acuminata	NA	NA	fruit or root	To clear heat and resolve toxin, dissipate binds and disperse concretion, anticancer.	Acute leukemia, chronic leukemia, psoriasis, swollen liver and spleen due to bilharziosis, carcinoma of esophagus, carcinoma of cardia, carcinoma of intestine, carcinoma of liver, carcinoma of stomach, swelling of sores.	NA	1. Both camptothecine and hydroxycamptothtecine are anticarcinogenic components, which inhibit polymerase of DNA or damage DNA directly. 2. They distribute mainly in the digestive tract, kidney and bone marrow, and stimulate the digestive and urinary trac	Antitumor	抗肿瘤	NA	6479	NA	1062
HERB005878	XI SHU MU BAN SHU	NA	Discrete Xylopia	Xylopia discreta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6492	NA	NA
HERB005879	XI SHU PI	喜树皮	Cortex Camptothecae acuminatae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1377	NA	NA
HERB005880	XI SHU QIE	NA	Lax Nightshade	Solanum laxum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3275	NA	NA
HERB005881	XI SHU YE	喜树叶	Folium Camptothecae acuminatae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4019	NA	NA
HERB005882	XI SHUAI	蟋蟀	Chinese Cricket	Gryllulus chinensis	Warm; Pungent; Salty	Bladder; Large Intestine; Small Intestine	dried body	To disinhibit urine.	Urinary stoppage, edema, ascites.	NA	NA	For promoting diuresis and penetrating dampness	利水渗湿	NA	6374	NA	744
HERB005883	XI SI GUO XIANG CHA CAI	香茶菜	West-Shiko Rabdosia	Isodon shikokiana var. occidentalis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1219	NA	NA
HERB005884	XI TAI	西台	NA	Pellia epiphylla	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7267	NA	NA
HERB005885	XI TE KA YUN SHAN	西特卡云杉	Sitka Spruce	Picea sitchensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7239	NA	NA
HERB005886	XI XI LI CAO MU XI	西西里草木犀	Messania Sweetclover	Melilotus messanensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7679	NA	NA
HERB005887	XI XI LI QI SHU	西西里漆树	Sumach	Rhus coriaria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5252	NA	NA
HERB005888	XI XIAN	希莶	Common St Paulswort Equivalent plant: Siegesbeckia orientalis var pubescens, Siegesbeckia orientalis var glabrescens	Siegesbeckia orientalis	Cold; Bitter	Spleen; Liver	aerial parts	To dispel wind-damp, free channels and network vessels, clear heat and resolve toxin.	Wind-damp impediment pain, lassitude in lumbus and knees, hemiplegia, hypertension, malaria, jaundice, swelling toxin of welling abscess and sore, wind papules, damp sore, animal and insect bites.	NA	1. Hypotensive. 2. A 1:22 decoction of Herba Siegesbeckiae and Clerodendri Trichotomi inhibits the development of egg-white induced arthritis in rats, but  no such effect is observed when used individually. 	For dispelling wind-dampness	祛风湿	NA	5532	NA	745
HERB005889	XI XIAN CAO	豨莶草	Siegesbeckiae Herba	NA	NA	NA	NA	NA	NA	NA	NA	Wind-Dampnessdispelling And Heatclearing Medicinal	祛风湿清热药	SMHB00424	NA	424	NA
HERB005890	XI XIANG CONG	西香葱	Chive-like	Allium schoenoprasum	NA	NA	herb	To resolve exterior, free qi and effuse sweat.	Wind-heat common cold, headache, cold-damp red swelling, pain wind, sore.	NA	NA	NA	NA	NA	3836	NA	NA
HERB005891	XI XIAO CHANG CHUN HUA	NA	Slender Periwinkle	Catharanthus pusillus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5507	NA	NA
HERB005892	XI XIAO HE BAO MU DAN	NA	Little Bleedingheart	Dicentra pusilla	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3285	NA	NA
HERB005893	XI XIAO LUO ZAO	NA	NA	Euglena gracilis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5569	NA	NA
HERB005894	XI XIN	细辛	all-grass Manchurian wildginger	Herba Asari	Warm; Pungent	Lung; Kidney	whole herb	To dispel wind-cold, to relieve nasal obstruction, to alleviate pain and to remove retained fluid.	Wind-cold common cold, influenza, headache, toothache, local anesthesia, nasal congestion, deep-source nasal congestion, wind-damp impediment pain, phlegm-rheum cough asthma.	NA	1. Sedative, analgestic and antipyretic. 2. Its alsocholic infusion induces anesthetic effect on the sciatic neuroplexus of frogs and human lingual mucosa. 3. D1-demethyl coclaurine acts as a cardiotonic and vasodilator, and can also relax smooth muscles,	Pungent-Warm Exterior-Releasing Medicinal	辛温解表药	SMHB00425	3947	425	746
HERB005895	XI XIN YE QIAN NIU	细心野牵牛	Wildginger-leaf Morning Glory	Ipomoea asarifolia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3118	NA	NA
HERB005896	XI YAN YUAN WEI	喜盐鸢尾	Salt-loving Iris	Iris halophila	NA	NA	seed	See Iris lactea var. chinensis.	See Iris lactea var. chinensis.	NA	NA	NA	NA	NA	3620	NA	NA
HERB005897	XI YANG HONG	夕阳红	Scarlet Sage	Salvia splendens	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4626	NA	NA
HERB005898	XI YANG JIE GU MU	夕阳接骨木	Black Elder	Sambucus nigra	NA	NA	stem-branch	See Sambucus williamsii.	See Sambucus williamsii.	NA	NA	NA	NA	NA	6826	NA	NA
HERB005899	XI YANG LI	西洋梨	Common Pear	Pyrus communis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1761	NA	NA
HERB005900	XI YANG SHEN	西洋参	American Ginseng	Radix Pacis quinquefolii	Cold; Sweet; Slightly Bitter	Lung; Heart; Kidney	root	1. To replenish qi and promote body fluids; 2. To nourish yin and clear heat	Qi vacuity, yin depletion and effulgent fire, cough and asthma with phlegm-blood, vacuity heat and vexation fatigue, diabetes mellitus due to internal heat, thirst with dry throat.	NA	NA	Qi Reinforcing Drugs	补气药	SMHB00423	2564	423	747
HERB005901	XI YANG SHEN JING YE	西洋参茎叶	American Ginseng Stem-leaf	Panax quinquefolium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6380	NA	NA
HERB005902	XI YE AN YE	细叶桉叶	Forest Gray Gum Leaf	Eucalyptus tereticornis	NA	NA	leaf	To diffuse lung and effuse exterior, rectify qi and quicken blood, resolve toxin and kill worms.	Common cold, cough, qi distention abdominal pain, diarrhea and dysentery, leptospirosis, knocks and falls, sores, erysipelas, mammary welling abscess, scab sore, lichen.	NA	NA	NA	NA	NA	5071	NA	NA
HERB005903	XI YE BAI HE	细叶百合	Low Lily	Lilium pumilum [Syn. Lilium tenuifolium]	NA	NA	bulb	See Lilium brownii var. viridulum .	See Lilium brownii var. viridulum.	NA	NA	NA	NA	NA	2413	NA	NA
HERB005904	XI YE DA JI	细叶大戟	Narrowleaf Euphorbia	Euphorbia esula var. cyparissoides	NA	NA	whole herb	To resolve toxin and disperse swelling.	Swelling of sores.	NA	NA	NA	NA	NA	5535	NA	NA
HERB005905	XI YE DUI XIN JU	细叶堆心菊	Fine-leaved Sneezeweed	Helenium tenuifolium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3943	NA	NA
HERB005906	XI YE GONG LAO MU	细叶功劳木	Chinese Mahonia	Mahonia fortunei	NA	NA	stem	See Mahonia bealei.	See Mahonia bealei.	NA	NA	NA	NA	NA	4862	NA	NA
HERB005907	XI YE GONG LAO YE	细叶功劳叶	Chinese Mahonia Leaf	Mahonia fortunei	NA	NA	leaf	See Mahonia bealei.	See Mahonia bealei.	NA	NA	NA	NA	NA	6357	NA	NA
HERB005908	XI YE HUANG YANG	细叶黄杨	Harland Box	Buxus harlandii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2252	NA	NA
HERB005909	XI YE SHE BIAN JU	洗液蛇鞭菊	Fine-leaved Gay-feather	Liatris tenuifolia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4509	NA	NA
HERB005910	XI YE SHI	NA	Fine-leaved Yarrow	Achillea leptophylla	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5533	NA	NA
HERB005911	XI YE SHUI TUAN HUA	细叶水团花	Thinleaf Adina	Adina rubella	NA	NA	stem-leaf or inflorescence	To clear heat and resolve toxin.	dysentery with ardent fever, wind-fire toothache, eczema, bleeding due to external injury.	NA	NA	NA	NA	NA	3712	NA	NA
HERB005912	XI YE TENG	细叶藤	Asian Tetracera	Tetracera asiatica	NA	NA	root or leaf	To promote contraction and stem desertion, disperse swelling and relieve pain.	Enteritis, dysentery, prolapse of rectum, emission, knocks and falls.	NA	NA	NA	NA	NA	5241	NA	NA
HERB005913	XI YE TIE XIAN JUE	细叶铁线蕨	Venus Maidenhair	Adiantum venustum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5077	NA	NA
HERB005914	XI YE XIAO BO	细叶小檗	Poiret Barberry	Berberis poiretii	NA	NA	root, stem and bark	To clear heat and dry damp, drain fire and resolve toxin.	Bacillary dysentery, damp-heat dysentery, diarrhea, jaundice, infection of upper respiratory tract, sore pharynx, urinary tract infection, cholecystitis, leukopenic complications of carcinoma, eczema, sores, mouth sore,red eyes.	NA	NA	NA	NA	NA	7316	NA	NA
HERB005915	XI YE YI MU CAO	细叶益母草	Siberian Motherwort	Leonurus sibiricus	NA	NA	aerial parts	See Leonurus heterophyllus.	See Leonurus heterophyllus.	NA	NA	NA	NA	NA	7710	NA	NA
HERB005916	XI YE ZHU SHI DOU	细叶猪屎豆	Slender-leaf Crotalaria	Crotalaria intermedia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6204	NA	NA
HERB005917	XI YUAN TENG	细圆藤	Greyblue Pericampylus	Pericampylus glaucus	NA	NA	vine or root	To clear heat and resolve toxin, extinguish wind and check tetany, dispel wind-damp.	Toxin swelling of sores, swelling pain in throat, fright wind and convulsion, wind-damp impediment pain, knocks and falls, poisonous snake bite.	NA	NA	NA	NA	NA	4956	NA	NA
HERB005918	XI ZANG HU HUANG LIAN	西藏胡黄连	Figwortflower Picrorhiza	Picrorhiza scrophulariiflora	NA	NA	rhizome	See Picrorhiza kurrooa .	See Picrorhiza kurrooa.	NA	NA	NA	NA	NA	7320	NA	NA
HERB005919	XI ZANG LU TI CAO	西藏鹿蹄草	Tibet Pyrola	Pyrola calliantha var. tibetana	NA	NA	whole herb	See Pyrola calliantha.	See Pyrola calliantha.	NA	NA	NA	NA	NA	2309	NA	NA
HERB005920	XI ZANG QIN JIAO	西藏秦艽	Tibet Gentian	Gentiana tibetica	NA	NA	dried root	See Gentiana macrophylla.	See Gentiana macrophylla.	NA	NA	NA	NA	NA	8139	NA	NA
HERB005921	XI ZANG SANG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6945	NA	NA
HERB005922	XI ZANG SHA JI	西藏沙棘	Tibet Seabuckthorn	Hippophae thibetana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6536	NA	NA
HERB005923	XI ZANG SUAN MO	西藏酸模	Radix Rumicis Tibetci	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2457	NA	NA
